!AIVDM,1,1,,A,B2HLCnh0EGtfE?6jL;9IM7v000000,0*1A
$GPRMC,192118.00,A,4734.810149080575,N,300.9080267957987,W,10.45,166.5,160524,,,A*7C
!AIVDM,1,1,,A,B6k`<500SotgsR6jCL84<3N000000,0*40
$GPRMC,192119.00,A,4734.803618471096,N,300.905828644358,W,10.14,166.5,160524,,,A*43
!AIVDM,1,1,,A,B3nIVNh0WGtbe0VjsLCPNkv000000,0*20
$GPRMC,192120.00,A,4734.797087860918,N,300.903630502057,W,13.34,168.8,160524,,,A*46
!AIVDM,1,1,,A,B4jh@jh0B7tKN46jaWQNq;v000000,0*59
!AIVDM,1,1,,A,B;3O78h0FGtPT>Vj8333:LN000000,0*34
!AIVDM,1,1,,A,B7vvR<@0?oti4l6jEV>PV0N000000,0*51
$GPRMC,192122.00,A,4734.790557250039,N,300.9014323688957,W,14.33,165.3,160524,,,A*77
$GPRMC,192123.00,A,4734.784026638461,N,300.8992342448739,W,12.13,167,160524,,,A*61
$GPRMC,192124.00,A,4734.777496026182,N,300.89703612999165,W,11.63,168.8,160524,,,A*48
!AIVDM,1,1,,A,B2<Kt0@0@otcLkVjAsONFiv000000,0*5C
!AIVDM,1,1,,A,B2c2MRh0SGtMmOVicK5Hm7N000000,0*31
$GPRMC,192125.00,A,4734.770965413204,N,300.89483802424877,W,10.52,167.5,160524,,,A*44
!AIVDM,1,1,,A,B;e1i4@0SWtTCG6jSOR<9hN000000,0*37
!AIVDM,1,1,,A,B<eLiW@0?WtJAw6iibt9p7v000000,0*77
$GPRMC,192127.00,A,4734.764434799526,N,300.8926399276453,W,10.09,167,160524,,,A*60
$GPRMC,192128.00,A,4734.757904185148,N,300.8904418401811,W,13.74,168.1,160524,,,A*7D
!AIVDM,1,1,,A,B;hTAP00Got`oi6juVF<AhN000000,0*2A
!AIVDM,1,1,,A,B>G68W009Wtdh=VitVa2lmN000000,0*6E
!AIVDM,1,1,,A,B2HLCnh0CWtfI16jKfiHi7N000000,0*19
